name,amount
Heather Cook,85638.21
Benjamin Thomas,80019.23
Olivia Barnes,28857.46
Clifford Welch,43559.09
Selena Salazar,87622.47
Judy Fisher,40136.94
John Pearson,87036.22
Brandon Scott,59056.59
Michael Francis,13037.89
Shawn White,50181.61
Ashley Molina,33186.3
Jessica Sanchez,72813.92
Russell Baker,64167.42
Johnny Miller,53654.83
Charlotte Morrison,16836.05
Michael Rivers,68370.26
Tammy Taylor,19753.49
Katelyn Mccarthy,59130.4
David Carson,84187.1
Thomas Miller,69829.45
Jon Vazquez DDS,1757.75
Amanda Hill,45348.55
Carrie Evans,86000.28
Amy Wilson,7546.07
Craig Hodge,21680.6
Kimberly Camacho,23068.23
David Dean,95974.22
Jennifer Mahoney,1823.79
Sarah Vasquez,13884.17
Randy Phillips,68817.8
Brian Wilson,44006.5
Benjamin Little,26183.24
Ashley Mercado,69686.1
Tamara Delacruz,58113.8
Amber Graham,40431.16
Sarah Griffin,35110.81
Latoya Warren,51060.2
Melanie Thomas,85076.41
Fred Cummings,14149.04
Taylor Vaughn,5145.34
Nicolas Silva,71624.16
Matthew Jenkins,23439.87
Kelsey Todd,31079.74
Susan Clark,69362.92
Angela Sloan,71914.73
Aaron Kane,1425.05
Robert Vazquez,74659.52
Robin Wise,80327.91
Ryan Mcgrath,11181.18
Michael Coleman,83231.08
Wanda Martinez,92691.33
Katherine Bond,39195.71
Michael Smith,734.8
Patrick Smith,45923.97
Tabitha Fitzgerald,77337.73
Courtney Mckay,54037.46
Kimberly Perkins,71822.6
Amanda Berry,11643.18
Aaron Ray,88037.76
Adam Smith,78180.33
David Davis,87785.1
Mark Smith,50496.48
Laura Mays,33269.05
Samuel Mullen,43550.06
Dawn Singh,20831.13
Jessica Reyes,92901.79
Jesse Anderson,38183.72
Rebecca Swanson,231.99
Barbara Zimmerman,61805.77
Gerald Sandoval,1238.36
Ronald Brown,87951.45
Julie Bryant,73643.71
Michael Taylor,39343.34
Jasmine Fuller,22155.14
Angelica Bell,30413.55
Ann Bailey,20127.59
Jose Bond,2667.91
Barbara Lowery,38317.99
Joshua Lewis,9948.46
Bonnie Lee,88657.44
Peter Moore,44837.56
Tara West,94767.62
Robin Thompson,32102.46
Sharon Huff,17015.17
Allison Mills,26608.24
Eric Daniel,4835.13
Jason Newman,88222.05
Jane Baldwin,2691.36
Margaret Chase,70819.89
William Valencia,64897.44
Brandon Kelly,48143.41
Mark Hayes,21534.85
Tina Thompson,24416.32
Christopher Bell,39364.35
Tasha Martin,92999.3
Jack Johnson,16280.61
Juan Horn,25577.97
Natalie Sullivan,7630.71
Pamela Salas,97251.09
Susan Martinez,24523.84
Shelly Burns,61927.45
Mark Avery,70986.4
Keith Cortez,220.48
Nicole Norman,3546.91
Mary Smith,79692.27
Heather Smith,24839.61
Christina King,38893.12
Taylor Chapman,6616.15
Anne Powell,61923.83
Frank Miller,26861.27
Elizabeth Williams,54814.88
Erika Cervantes,25367.38
Sydney Morris,62039.37
Nathan Rodriguez,43537.64
Kristen Jones,3418.84
Brenda Hogan,37288.45
Joseph Tucker,83104.6
Walter English,31814.62
Donald Rangel,40882.22
Stephanie Rhodes,999.24
Michael Khan,79141.13
Jessica Jones,34971.71
Carla Washington,2512.41
Natalie Bates,39613.37
Angela Rubio,21652.91
Mike Shaffer,37523.77
Drew Anderson,15670.75
Tonya Richards,97880.28
Crystal Johnson,81426.26
Mary Anderson MD,18010.79
Melinda Doyle,63467.5
Jennifer Stein,29758.24
Courtney Brown,88029.69
Andrew Shaw,77314.8
Amanda Scott,54938.02
Brian Perry,1450.28
Ethan Poole,26937.45
Shannon Mendez PhD,86160.64
James Castro,88833.76
Richard Smith,55139.23
Brett Shaw,73494.4
Anthony Novak,97092.86
Leslie Harris,73035.34
Alexander Mcknight,66705.58
Mrs. Joanna Phillips,95332.46
Michael Lopez,98746.87
Randy Hernandez,3382.47
Sara Gilmore,25123.52
Tyler Miller,55496.85
Courtney Martin,28262.17
Krystal Adams,31917.57
Mia Smith,57032.39
Amy Bowman,86109.36
Ann Harris,29297.24
Susan Wood,92081.6
Christopher Howell,6275.96
Brandon Roman,39239.33
Michael Kerr,93127.75
Daniel Dean,30738.96
Charles Lara,97157.77
Kathleen Kline,31028.43
Christina Flynn,15362.48
David Lambert,97777.33
John Fuller,84987.42
Aaron Hurley,43119.35
Wesley Harris,18346.39
Jeffrey Gray,47920.88
Jennifer Holmes,96555.91
Anthony Miller,78125.14
Aaron Buck,77541.3
Kristen Wolf,71193.36
David Thomas,29910.67
Joseph Norris,84053.56
Ryan Garrett,86933.53
Jessica Holmes,66869.12
Jason Bell,43289.25
Brian Stanton,97688.47
Courtney Liu,24412.14
Jonathan Keller,84376.11
Sarah Vaughan,29730.17
James Chung,90858.51
Michelle Smith,35533.18
Valerie Zimmerman,14142.33
Thomas Odonnell,83137.3
Tanya Brady,18544.53
Valerie Jones,9903.63
Marie Delgado,8607.25
Linda Coffey,75014.38
Joseph Stevenson,52666.07
Jacob White,86034.47
Elizabeth Miller,91898.81
Yvonne Johnson,40418.06
Thomas Pierce,16620.6
Michelle Reese,40979.55
Joyce Lopez,88343.79
Anthony Smith,44344.91
Richard Miller,3987.78
Andrew Washington,36575.45
Kathy Parsons,74187.86
Angela Rojas,14159.36
Paul Bishop,10859.32
Harold Dixon,94879.29
Richard Robinson,92291.14
Heidi Mcdonald,47688.04
Lindsey Golden,47721.29
Richard Haynes,15000.16
William Fernandez,34062.59
Zachary Haney,15860.28
Jennifer Johnson,10805.78
William Tran,37903.32
Amanda Ryan,40281.75
John Garcia,76692.95
William Jones,71964.56
Tommy Jackson,8587.04
Haley Foster,68969.61
Charles Adams,79326.75
Angela Benitez,5529.42
Austin Walls DVM,75257.8
David Smith,28010.89
Mr. Michael Sullivan,74814.29
Amanda Turner,62252.13
Dominique Joseph,99201.15
John Cooke,61755.44
Jessica Garrett,24909.9
Anthony Williams,54362.81
Caitlin Johnston,24165.41
Michael Davis,28265.18
Angelica Hardin,43986.09
Monica Bird,44441.68
Mr. Michael Hartman IV,62542.17
Maria David,59782.2
Susan Moody,21740.48
Alyssa Morales,24368.56
Eric Brewer,9537.48
Jay Martin,66899.99
Alan Cummings,93251.46
Barbara Hall DDS,85018.13
Kevin Sexton,32587.68
Miranda Boyer,7756.65
Jennifer Taylor,69258.73
Wendy Martinez,78002.28
Michael Crawford,30101.36
Michael Braun,92419.06
Timothy Clark,79222.4
Cathy Hampton,94339.86
Mr. Curtis Spencer DVM,8934.05
Angela Edwards,337.08
Margaret Gutierrez,14990.14
Brian Hayes,18813.59
Jeff Patterson,69351.78
Amy Thomas,540.98
Ashley Luna,71657.34
Kari Phillips,6942.45
Brad Robinson,18730.62
Thomas Lopez,40620.9
Kenneth Combs,92656.57
Jason Smith,18970.63
Kristopher Delgado,23367.79
Megan Stuart,75112.56
Daniel Hansen,50202.12
Juan Smith,95978.19
Chad Perry,49421.89
Brianna Gutierrez,4915.0
Justin Perez,94163.44
David Richardson,54440.19
Tony Lucas,65443.51
Jennifer Zuniga,88567.27
James Johnson,38243.66
Kara Henry,180.82
Charles Duncan,41273.21
Paula Davis,52008.61
Kathleen Escobar,10634.93
Jacqueline Johnson,52280.38
Frank Moreno,96202.97
Jared Davis Jr.,99503.29
Mrs. Olivia Mathews,59186.44
Ariana Guerrero,13033.84
Melissa Lopez,46040.47
Nicole Espinoza,61549.05
Laura Bell,60680.34
Willie Hernandez,59753.92
Paul Bailey,56832.2
Jennifer Rivera,845.5
Ms. Kelly Mills,47.46
Donna Sosa,21126.72
Melissa Simpson,64199.1
Taylor Garcia,43413.78
Thomas Rowe,41722.01
Anthony Boyer,2785.16
Annette Rodriguez,18825.26
Toni Williams,91553.64
Dr. Kelly Fuller DDS,34371.25
Elizabeth Moore,3383.37
John Nixon,61400.51
Christina Jones,86588.09
Virginia Duran,36012.35
Laura Nichols,65282.99
Jacob Soto,41005.9
Christopher Martin,80980.23
Mr. Samuel Phillips MD,1086.23
Jennifer Mccarthy,93013.96
Sharon Bean,28752.96
Ronald Scott,98275.69
Caleb Robinson,1766.76
Darlene Harvey,84920.42
Cynthia Dawson,15891.7
Dale Williams,48505.89
Traci Noble,93980.14
Brianna Leon,90577.16
Matthew Freeman,75774.61
David Johnson,6729.77
Timothy Crawford,85370.84
Michael Massey,81031.61
Kathleen Ramsey,9728.13
Darlene Mason,3000.41
Michael Walton,54107.14
Kathleen Stephenson,50219.08
Mark Wheeler,15688.14
Carolyn Barton,485.5
Susan Jackson MD,93773.06
John Johnson,99305.35
Kelly Anderson,95883.36
Matthew Anderson,94895.19
Eric Jones,48302.95
Donna Perez,59126.22
Isaac Harrison,92122.82
Charles Chavez,79064.92
Monica Willis,22168.59
Tara Austin,86696.02
Kristen Davis,32968.73
Jennifer Wallace,39341.25
Willie Cook,30206.55
Mario White,93414.43
Leonard Carr,36664.86
Albert Thompson,87104.82
Robert Thompson,69077.91
Jessica Anderson,80580.3
Stephanie Young,68517.89
Gloria Johnson,82160.18
Julie Mcmillan,93460.93
Kara Clay,48426.29
Kelly Parker,30986.42
Lori Pittman,98150.83
Kyle Rangel,49463.41
Sherry Anderson,92695.91
Janet Mora,31461.37
Lori Mckinney,34943.5
Heather Salazar,81942.68
Samuel Morgan,36851.54
Craig Evans,82377.1
Mr. Joseph Brown DVM,84244.23
William Gilbert,17587.49
Michael Chavez,64902.7
Johnny Jones,19841.34
Alex Blankenship,61255.71
Carla Hoffman,65342.46
Dr. Daniel Vang,56277.45
Stacy Smith,47688.1
Edward Romero,61575.04
Michael Garcia,96929.9
Jessica Wilson,68793.34
Benjamin Ayala,28491.97
Kelly Morris,89808.6
Gabriel Bennett DVM,27207.43
Robert Reese,35469.08
Debbie Lawrence,83701.41
Elizabeth Robinson,56130.08
Curtis Stephenson,16549.69
Jennifer Barry,9023.9
Kenneth Watts,46911.77
Eric Harrison,42316.86
Allison Martinez,21207.12
Michael Williams,4797.68
Sarah Dalton,42817.22
Lynn Jones,89426.45
Laura Phillips,30167.09
Colleen Jones,23961.33
Megan Montoya,19689.17
Michael James,73201.49
David Williams,51035.99
Tonya Nguyen,96504.54
Danielle Rocha,60477.37
Morgan Walter,19471.2
Johnny Riggs,99525.71
Mary Mcdowell,75810.13
Mr. Anthony Watson,14470.62
Tiffany Rodriguez,3090.0
Vanessa Jones,77787.25
Christopher Nunez,35547.48
Jesse Taylor,36914.26
Anthony Perez,7293.61
Kelsey Ramirez,44601.07
Jonathan Blanchard,12620.36
Mr. Thomas Collins Jr.,62515.66
Tim Diaz,83663.4
Julia Crawford,26932.52
Jeremy Johnson,43398.76
Michael Carroll,20637.87
Patrick Mendoza,29498.05
Elizabeth Walker,85391.81
Douglas Weaver,26728.67
Robert Green,46758.63
Tanner Dixon,45072.49
Sarah Long,22554.49
Maria Weber,5789.17
Duane Wood,26202.03
John Knight,13789.2
Nicole Martinez,64359.87
Thomas Clark,56715.46
Barbara Ho,28635.33
Andrea Hill,82466.02
Taylor Rodriguez,1461.63
John Vang,51864.65
James Esparza,84988.58
Betty Peters,7504.52
Amy Hernandez,53711.5
Joshua Chan,81200.88
Gary Calderon,56171.14
Zachary Callahan,53810.74
Steven Ferguson,32638.27
Gregory Stewart,82589.89
William Morrison,92611.87
Travis Welch,39692.24
Jose Foster,91900.94
Pamela Lawson,86445.52
Stephen Jones,74795.89
Kayla Church,12121.85
Amanda Rasmussen,47371.07
Kelly Kemp,50246.01
Mark Edwards,18619.35
Jordan Lopez,28901.38
Nancy Graham,62426.87
Lisa Rodriguez,2685.82
Lisa Gray,49698.23
David Jackson,70882.52
Scott Weber,39386.12
Anita Lopez,7513.16
Dillon Howell,13106.75
Joan Murphy,41838.38
Pamela Barr,14757.8
Ryan Hansen,1139.19
Gregory Velez,84786.23
Mrs. Tiffany Johnson,60579.51
Brittany Reese,18231.84
Mr. Gary Baker,14954.2
Lee Mckinney,50608.75
Stephanie Griffith,21587.66
Rebecca Middleton,13429.08
George Taylor,8175.78
Kenneth Green,43242.44
Lisa Clarke,17831.46
Megan Baker,28499.79
Daniel Pruitt,80869.84
Ryan Petty,27025.99
Michelle Kirk,80672.06
Kirsten Woodard,48157.66
Brandon Silva,80793.46
Anne Wilkins,17636.14
Larry Gray,78879.25
Tiffany Clark,11812.38
Joel Jennings,74570.77
Logan Coleman,71408.81
David Preston,30177.29
Mark Anderson,8477.48
Monica Jenkins,19744.84
Eric Clark,60988.75
Jeff Jones,27010.41
Adam Ferrell,58641.31
Briana Diaz,6446.46
Kathy Andrews,72296.29
Sheila Taylor,20870.79
Rickey Garrison,70602.61
Sydney Andrews,61050.49
Christopher Bennett,18079.01
Michelle Gibson,60563.24
Andrea Price,87549.97
Jonathan Dean,56551.0
Tracy Brock,59339.04
Roger Cooley,54297.91
Michael Henderson,97017.74
Jennifer Nelson,38926.55
Derek Carey,32007.48
Adam Small,5457.79
Denise Smith,5776.28
Reginald Ayala,87083.27
Donna Goodman,23907.76
Maria Butler,85776.04
William Clarke,84821.33
Gregg Miles,18449.47
Mark Erickson,88703.53
Charles Smith,55371.31
Greg Lewis,62755.85
Diane Lee,71311.66
Joyce Clark,74909.29
Cheryl Rice,19813.19
Jennifer Mcclain,17843.74
Alan Stevenson,38105.04
Sonya Hodges,50936.77
Cameron Newman,24058.86
Melissa Moore,29314.83
Jennifer Coleman,46809.98
Maurice Acosta,64588.69
Jessica Evans,60653.55
Alexis Miller,62142.73
Sabrina Cooper,81920.34
Richard Edwards,92871.43
Gabriel Riley,80020.88
Laura Brown,74507.8
Sydney Smith,94496.31
Angela Maddox,1415.44
Jeffery Horton,94998.11
Jimmy Small,53610.89
Monica Herrera,86339.19
Jennifer Woods,73546.27
Ashlee Reyes,60244.4
Jennifer Robertson,21932.3
Nathan Lowe,66751.32
Deanna Ramos,86094.16
Holly Rose PhD,5085.54
Adam Lopez,19395.32
Mark Yates,89117.5
Bryan Bullock,58540.01
Nicholas Walker,43508.09
Jason Reed,51727.01
Alejandra Suarez,32383.0
Richard Sharp MD,89822.23
Stephanie Brown,11807.56
Stacy Maddox,49258.58
Kevin Richards,9145.42
Denise May,240.24
Erica Watson,88863.38
Peggy Carlson,65820.18
Brooke Wilson,58065.02
Hayden Hale,45048.39
Sharon Walker,62277.38
Ashley Spencer,28110.01
Scott Robbins,15576.83
Annette Garcia,79935.77
Dominic Mejia,33835.2
Diane Ramsey,90794.26
Alyssa Sherman,62419.26
Shawn Brooks,62597.44
Derek Flores,46948.33
Anna Mcgee,21344.33
Betty Young,35710.29
Jennifer Perkins,25806.22
Amy Young,48687.2
Kristin Jefferson,13183.18
Audrey Carpenter,48419.59
Nicole Hoover,38224.61
Alexander Mcpherson,67389.07
Joshua Smith,11227.08
Meagan Estrada,53556.44
Dennis Mcgrath,98048.25
Raymond Hernandez,24652.18
Thomas Salinas,55611.12
Warren York,99805.98
Daniel Martinez,71272.78
Tara Wall,47616.54
Jeff Welch,12491.61
Mrs. Jessica Rush,47035.42
Thomas Martin,46971.29
Wesley Kaufman,76198.39
Randall Thomas,54111.73
Monica Thornton,60104.96
Jasmine Martinez,17109.23
Amanda Orozco,50783.46
Eric Johnson,61254.05
Michael Davis,52293.32
Matthew Howard,54916.48
Alec Robinson,22762.71
Samuel Houston,86597.06
Randall Mayo,86242.06
Benjamin Bell,3957.8
Gary Chapman,9874.41
Henry Howard,61266.87
Margaret Barrera,13050.19
Monica Anderson,87508.23
Jacqueline Summers,50511.84
Christopher Benjamin,67097.92
Kimberly Lam,23777.79
Carlos Benitez,35876.37
Lisa Mercer,65712.5
Teresa Johnson,57690.98
Michael Brown,39828.16
Stephanie Sanchez,67835.38
Kimberly Ball,91545.12
Lisa Weaver,42360.04
Amber Sanchez,70031.22
Kelly Krause,59312.73
Sheri Hudson,49823.61
Tina Lindsey,28606.69
Edward Garcia,43331.07
Colleen Coleman,47809.7
Dorothy Chang,63605.69
Janice Mcmillan,60590.14
Jocelyn Gentry,42823.71
Lindsay Edwards,53203.21
Sonya Madden,32393.33
Aaron Hancock,23566.48
Tara Martin,15233.72
Caitlin Stewart,67683.37
Rachel Williams,42182.6
Sara Watson,77926.29
Mark Murray,60329.31
Lisa Hammond,51873.88
Ernest Lee,59660.27
Gilbert Orozco,27023.93
Peter Keith,21590.15
Jack Reyes,96905.59
Vanessa Johnson,84959.76
Dr. Mark Cortez,33519.07
Latoya Cochran PhD,2210.67
Deborah Turner,98507.29
Diana Phillips,69636.77
Cynthia Park,23137.55
Kelsey Morales,88550.64
John Munoz,87542.46
Morgan Cline,54380.71
Douglas Jackson,40464.07
James Floyd,61769.77
Jamie Torres,99225.41
Sarah Owens,97293.33
Tommy Matthews,26831.04
Gary Bates,33778.64
Annette Bennett,10888.42
Marc Lindsey,39971.94
Denise Martinez,5355.54
Kelly Cannon,2371.82
Christopher Webb,39259.88
Wesley Wilson,276.74
Patricia Barnes,63192.33
James Vaughn,89261.94
David Cooley,53213.11
Jessica Ingram,51061.49
Albert Alexander,46779.34
Stephen Phillips,93844.73
Kristin Peters DDS,13781.02
Denise Riley,53754.89
Scott Rodriguez,67544.48
David Shaffer,38017.04
Mr. Charles Hurley,88509.03
Jennifer Davis,75972.14
Laura Smith,42950.81
Dr. Kayla Lewis,10538.32
Robert Brown,63598.71
Brittany Allen,12157.79
Jason Stevens,86104.05
Mike Davis,31169.81
Dominic Kramer,42658.26
Anne Rose,61501.84
Christopher Watson,60876.3
Sandra King,40697.91
Mr. Matthew Hernandez,35586.12
Michael Herrera,9019.53
Catherine Mcdaniel,72977.67
Patricia Burch,46729.86
Nicole Jones,89187.35
Jacqueline Davis,4750.53
Nicole Myers,13676.68
Donna Jordan,37002.43
John Drake,91973.12
Emily Thomas,89682.31
Mary Mckinney,51346.56
Kathy Marquez,67302.04
Dr. Kristi Goodman,17660.44
Richard Brown,80141.67
Jeffrey Thomas,71861.27
Tammy Watkins,34129.65
Brenda Barr,5448.03
Travis Miller,20653.49
Ashley Castillo,78983.27
John Bryant,8715.08
Gary Ritter,88442.76
Pamela Bennett,30413.51
Samuel Ferguson,62859.93
Frederick Jones,44933.73
Jeffrey Moss PhD,68931.98
Katie Flores,57987.12
Gregory Morgan,74904.39
Andrew Phelps,64117.88
Alejandro Colon,56961.62
Samantha Reynolds,2576.3
Jennifer Adams,66283.53
Tina Payne,49636.58
Allison Barajas,58190.65
Mrs. Colleen Ellis DDS,19614.51
Jonathan Roth MD,40911.08
Thomas Perez,89187.03
Patricia Hayes,74425.07
Brandon Roberts,21791.43
Johnny Jacobs,7498.03
Kristen Gillespie,88381.32
Stephen Beasley,2282.57
Courtney Mcmahon,42613.39
Elizabeth Rios,89561.3
Brian Wilson,18535.73
Aaron Harrison,3455.34
Kara Michael,2613.54
Tracy Barnes,3132.5
John Fowler,12062.3
Lisa Murray,23348.21
John Williams,91552.5
Derek Nunez,45510.63
Jason Martinez,93231.34
Thomas Cardenas,71115.64
Willie Gray,98796.45
Matthew Riley,8316.38
Tina Mcintosh,27160.35
Ian Mason,79859.92
Nicole Roman,2011.55
Jessica Allison,6257.2
Jessica White,96264.11
Ashley Dennis,24874.05
Steven Gallegos MD,93396.97
Nancy Long,42799.08
Debra Morgan,81513.78
Kelly Peters,67884.71
Lisa Lewis,72718.37
Nathan Bentley,30226.9
Judith Miller,19759.97
Wesley Parker,75499.82
Mark Hoover,18611.37
John Evans,90193.54
Elijah Hill,78326.44
Matthew Evans,27937.73
Anthony Kelly,51649.36
Taylor Wilson,56156.97
Thomas Galvan,29871.67
Ann Friedman,66940.14
Sandra Farmer,32840.44
Steven Hamilton,46720.7
Timothy Mills,88787.99
Katrina Glenn,89661.43
Katherine Pierce,98279.95
Teresa Martinez,80061.85
Angela Bradshaw,35986.84
Sarah Waters,3592.83
Brandon Maddox,94836.77
Hailey Mcgee,92094.53
Gerald King,42398.67
Abigail Hall,59212.5
Tammy Shaffer,37787.32
Brandon Brown,79476.85
Loretta Obrien,1652.2
Nancy Murphy,22064.35
Charles Ortiz,80584.11
Alexander Hill,21441.69
Laura Cohen,6152.79
Angela Serrano,85468.48
Leslie Rivera,82257.1
Donna Soto,93913.07
Joe Johnson DDS,13695.89
Tonya Myers,31675.34
Michelle Watson,59293.03
Christina Bauer,70503.5
Benjamin Williams,26120.14
Brett Powers,37118.3
Christina Webb,33760.55
Maria Frank,62514.47
Walter Lawrence,18106.79
Randy Rivers,67032.04
David Nelson,28390.63
Joseph Simmons,20174.79
Patricia Wood,61845.94
Spencer Everett,58860.27
David Long,93902.75
Robert Smith,67757.41
Curtis Perez,28810.73
Lacey Scott,34731.8
Grant Marquez,50385.56
Julie Jones,70700.83
Ashley Brown,63482.8
Marisa Crawford,86203.49
Mitchell Baker,66870.14
Ricky Brown,10097.87
Nicole Gentry,49487.63
Christine Yoder,58669.45
Jessica Richard,65664.61
Samantha Ruiz,86494.32
Lee Hernandez,77019.41
Haley Parrish,25999.13
Teresa Mueller,58885.71
Amanda Smith,6388.51
David Stevens,61317.4
Marissa Hayes,29835.35
Ivan Jackson,50905.77
Laura Smith,86856.53
Alyssa Booker,52934.02
Wanda Warner,89339.55
Bryan Rogers,30517.58
Phillip Brown,36559.34
Ryan Gibson,69141.09
Erika Howard,58941.46
Sierra Richard,24237.33
Eugene Herring,82113.99
Dillon Schmidt,2514.95
Rachel Jones,58360.43
Charles Nguyen,69539.01
Veronica Cameron,45382.34
Michelle Adams,80627.71
Jerry Spencer,28195.52
Jeremy Frazier,8768.76
David White,54614.72
Todd Thomas,17097.0
Brittany Powell,17739.64
Kathleen Thomas,48602.02
Rachel Klein,1158.91
Alexis Cortez,66838.18
Jason Evans,73472.86
Patricia Harrison,43114.9
Meghan Douglas,25673.58
Juan Haas,3923.33
Matthew Cole,55817.25
Brent Buckley,89212.17
Ashlee Williams,71764.89
Jay Wright,1821.61
Kimberly Watson,49120.94
April Powell,29668.81
Steven Green,20846.84
Sherry Griffin,83738.35
Brian White,46360.86
Joe Brown,59581.89
Jordan Miller,99555.15
Paula Stein,7945.21
Cynthia Flynn,29461.26
Robert Cook,94241.79
Tyler Green,86161.61
Debbie Torres,23723.02
